,Grain-size-ratio index,Grain Size (um),Operation Days,Heat Flux (W/cm2),Fission Rate (10^14 f/cm3/s),Coolant init Temp (C),Fuel Temp (C),Fission Density (10^21 f/cm3),Fuel Swelling (%),Fuel Gas Swelling (%)
10641,2,4.36,91,240.0,6,88,148.2361471667902,4.717440018849967,42.83141366638897,23.96165359098909
10642,2,4.36,92,240.0,6,88,148.3745382441537,4.769280019057109,44.07398105468882,24.99686097846039
10643,2,4.36,93,240.0,6,88,148.5485746851029,4.82112001926425,45.20115048359663,25.91667040653963
10644,2,4.36,94,240.0,6,88,148.698835134123,4.8729600194713925,46.36138393731972,26.86954385943414
10645,2,4.36,95,240.0,6,88,148.8550141133833,4.924800019678535,47.38896055525178,27.68976047653764
10646,2,4.36,96,240.0,6,88,148.9863146163427,4.976640019885677,48.4399393573647,28.53337927782199
10647,2,4.36,97,240.0,6,88,149.1255745972594,5.028480020092818,49.51321994209192,29.39929986172065
10648,2,4.36,98,240.0,6,88,149.2720672114399,5.08032002029996,50.43771173424128,30.11643165304145
10649,2,4.36,99,240.0,6,88,149.3886539332954,5.132160020507103,51.56121652041862,31.03257643839021
10650,2,4.36,100,240.0,6,88,149.5497766065216,5.184000020714245,52.52408601943191,31.78808593657493
10651,2,4.36,101,240.0,6,88,149.6789385663929,5.235840020921387,53.51295935578078,32.56959927209523
10652,2,4.36,102,240.0,6,88,149.8137557356164,5.287680021128528,54.51882334822803,33.36810326371392
10653,2,4.36,103,240.0,6,88,149.9538775602631,5.33952002133567,55.54668608070033,34.18860599535765
10654,2,4.36,104,240.0,6,88,150.0994574840136,5.391360021542813,56.5974472433607,35.03200715718946
10655,2,4.36,105,240.0,6,88,150.2505691592436,5.443200021749955,57.67164844820698,35.89884836120716
10656,2,4.36,106,240.0,6,88,150.4073173332407,5.495040021957096,58.55239832897568,36.5722382411473
10657,2,4.36,107,240.0,6,88,150.5233487959632,5.546880022164238,59.67064135077253,37.48312126211557
10658,2,4.36,108,240.0,6,88,150.6930597590423,5.5987200223713804,60.58023527826845,38.18535518878292
10659,2,4.36,109,240.0,6,88,150.8190364431998,5.650560022578523,61.7460338847151,39.14379379440103
10660,2,4.36,110,240.0,6,88,151.0015107150911,5.702400022785665,62.69406223201764,39.88446214087499
10661,2,4.36,111,240.0,6,88,151.1379136759057,5.754240022992806,63.68040633668132,40.66344624471008
10662,2,4.36,112,240.0,6,88,151.2796601322073,5.806080023199948,64.91372304816866,41.68940295536887
10663,2,4.36,113,240.0,6,88,151.4829231317611,5.8579200234070905,65.66405825754067,42.23237816391232
10664,2,4.36,114,240.0,6,88,151.5774051520078,5.909760023614233,66.69392029304427,43.05488019858734
10665,2,4.36,115,240.0,6,88,151.7378492654852,5.961600023821375,67.4579944308062,43.6115943355207
10666,2,4.36,116,240.0,6,88,151.8415702810054,6.013440024028516,68.24195952718061,44.18819943106656
10667,2,4.36,117,240.0,6,88,151.9498889468304,6.065280024235658,68.74770171944144,44.48658162249879
10668,2,4.36,118,240.0,6,88,151.9998928336399,6.117120024442801,69.5380942529925,45.06961415522129
10669,2,4.36,119,240.0,6,88,152.1187524864469,6.168960024649943,70.04282301022674,45.36698291162696
10670,2,4.36,120,240.0,6,88,152.1748683857844,6.220800024857084,70.85443086687333,45.97123076744499
10671,2,4.36,121,240.0,6,88,152.3024523097151,6.272640025064226,71.3705677540004,46.28000765374349
10672,2,4.36,122,240.0,6,88,152.3624101131954,6.324480025271368,72.20416950086204,46.90624939977658
10673,2,4.36,123,240.0,6,88,152.495202586775,6.376320025478511,72.7319061670774,47.22662606516336
10674,2,4.36,124,240.0,6,88,152.5585179755721,6.428160025685653,73.27675677347088,47.56411667072827
10675,2,4.36,125,240.0,6,88,152.6249990592605,6.480000025892794,73.81179121174291,47.89179110817174
10676,2,4.36,126,240.0,6,88,152.6941426748118,6.531840026099936,74.35199063111763,48.22463052671789
10677,2,4.36,127,240.0,6,88,152.7665831042159,6.583680026307079,74.89619713927144,48.56147703404313
10678,2,4.36,128,240.0,6,88,152.8417689407036,6.635520026514221,75.12355837760593,48.58147827154905
10679,2,4.36,129,240.0,6,88,152.8405421014272,6.687360026721362,75.67194213556778,48.92250202868234
10680,2,4.36,130,240.0,6,88,152.9185984104581,6.739200026928504,76.21245964362643,49.25565953591241
10681,2,4.36,131,240.0,6,88,152.9976946391879,6.791040027135646,76.44169640261698,49.27753629407441
10682,2,4.36,132,240.0,6,88,152.998802931569,6.8428800273427886,77.0037318385554,49.63221172918427
10683,2,4.36,133,240.0,6,88,153.0808230494465,6.894720027549931,77.5583271870132,49.97944707681349
10684,2,4.36,134,240.0,6,88,153.1627862140946,6.946560027757072,78.13574573207748,50.34950562104918
10685,2,4.36,135,240.0,6,88,153.2480888751966,6.998400027964214,78.71944576346246,50.7258456516056
11467,3,8.5,3,240.0,6,88,144.1504472480384,0.1555200006214273,0.6361473733800568,0.0140673708943477
11468,3,8.5,4,240.0,6,88,144.1536770710716,0.2073600008285697,0.8608523387241863,0.0314123354099075
11469,3,8.5,5,240.0,6,88,144.2176777596551,0.2592000010357121,1.092526317949968,0.0557263138071191
11470,3,8.5,6,240.0,6,88,144.2214678290607,0.3110400012428545,1.329925156434327,0.0857651514629091
11471,3,8.5,7,240.0,6,88,144.2252136257899,0.362880001449997,1.572021932571102,0.1205019267711142
11472,3,8.5,8,240.0,6,88,144.230620980424,0.4147200016571394,1.817915616368902,0.1590356097403446
11473,3,8.5,9,240.0,6,88,144.2368350894093,0.4665600018642818,2.066774441823279,0.2005344343661517
11474,3,8.5,10,240.0,6,88,144.2437919831607,0.5184000020714241,2.317840488574457,0.2442404802887607
11475,3,8.5,11,240.0,6,88,144.2515154836133,0.5702400022785665,2.570379307080156,0.2894192979658903
11476,3,8.5,12,240.0,6,88,144.2599999804649,0.6220800024857089,2.823705823038269,0.3353858130954331
11477,3,8.5,13,240.0,6,88,144.2692158883371,0.6739200026928513,3.077176026160299,0.3814960153888933
11478,3,8.5,14,240.0,6,88,144.2791200681695,0.7257600028999937,3.330206665811872,0.4271666542118959
11479,3,8.5,15,240.0,6,88,144.289649351025,0.7776000031071361,3.582286220914629,0.4718862084860838
11480,3,8.5,16,240.0,6,88,144.3007261088043,0.8294400033142785,3.832975355074929,0.5152153418178151
11481,3,8.5,17,240.0,6,88,144.3122505598452,0.8812800035214209,4.082012321929719,0.5568923078440363
11482,3,8.5,18,240.0,6,88,144.3240175897119,0.9331200037285632,4.329183768920417,0.5967037540061619
11483,3,8.5,19,240.0,6,88,144.3360720246606,0.9849600039357056,4.574286486095805,0.6344464703529836
11484,3,8.5,20,240.0,6,88,144.3483326505166,1.036800004142848,4.817172405857431,0.6699723892860405
11485,3,8.5,21,240.0,6,88,144.3607333751192,1.08864000434999,5.057670450234938,0.7031104328349757
11486,3,8.5,22,240.0,6,88,144.3748634615939,1.140480004557133,5.295614326562979,0.7336943083344478
11487,3,8.5,23,240.0,6,88,144.3866535150836,1.192320004764275,5.531211946107573,0.7619319270504706
11488,3,8.5,24,240.0,6,88,144.3987272477385,1.244160004971418,5.764478513746965,0.7878384938612945
11489,3,8.5,25,240.0,6,88,144.4109640838914,1.29600000517856,5.995462910896911,0.8114628901826688
11490,3,8.5,26,240.0,6,88,144.4232144295962,1.3478400053857031,6.224211109107772,0.832851087564961
11491,3,8.5,27,240.0,6,88,144.4376581853554,1.3996800055928451,6.450649274535502,0.8519292521641211
11492,3,8.5,28,240.0,6,88,144.4487587938346,1.451520005799988,6.675297780121222,0.8692177569212709
11493,3,8.5,29,240.0,6,88,144.4601965363996,1.50336000600713,6.898080800549537,0.8846407765210155
11494,3,8.5,30,240.0,6,88,144.4718318445373,1.555200006214273,7.11921716693061,0.898417142073518
11495,3,8.5,31,240.0,6,88,144.4834773199541,1.607040006421415,7.338608365619775,0.910448339934113
11496,3,8.5,32,240.0,6,88,144.4968757434885,1.658880006628558,7.556491182872765,0.9209711563585332
11497,3,8.5,33,240.0,6,88,144.5075954123215,1.7107200068357,7.773058238402508,0.9301782110597056
11498,3,8.5,34,240.0,6,88,144.5185512891376,1.762560007042843,7.988145335635684,0.9379053074643116
11499,3,8.5,35,240.0,6,88,144.5316032219625,1.814400007249986,8.203920976533606,0.9463209475336636
11500,3,8.5,36,240.0,6,88,144.5450952503209,1.866240007457128,8.416644052660983,0.9516840228324716
11501,3,8.5,37,240.0,6,88,144.554346207707,1.918080007664271,8.628415363131408,0.9560953324743252
11502,3,8.5,38,240.0,6,88,144.5643096814721,1.9699200078714127,8.843155578466003,0.9634755469803508
11503,3,8.5,39,240.0,6,88,144.5770943810755,2.021760008078556,9.0531134877834,0.9660734554691794
11504,3,8.5,40,240.0,6,88,144.5868207346201,2.0736000082856982,9.262354539568204,0.9679545064254128
11505,3,8.5,41,240.0,6,88,144.5969077456568,2.125440008492841,9.479128994893278,0.9773689609219148
11506,3,8.5,42,240.0,6,88,144.6105870387157,2.177280008699983,9.68707991985583,0.9779598850558964
11507,3,8.5,43,240.0,6,88,144.6200050674675,2.229120008907126,9.894826331900507,0.9783462962720052
11508,3,8.5,44,240.0,6,88,144.6298135149259,2.280960009114268,10.11470910546682,0.9908690690097508
11509,3,8.5,45,240.0,6,88,144.6440936226245,2.332800009321411,10.33602760145265,1.004827564167011
11510,3,8.5,46,240.0,6,88,144.6579566301967,2.384640009528553,10.55875391216568,1.020193874051472
11511,3,8.5,47,240.0,6,88,144.6716434001181,2.436480009735696,10.76634130058655,1.020421261643768
11512,3,8.5,48,240.0,6,88,144.6794400424826,2.488320009942838,10.99069660055001,1.037416560778653
11513,3,8.5,49,240.0,6,88,144.6927398561931,2.5401600101499806,11.21609619226431,1.055456151664391
11514,3,8.5,50,240.0,6,88,144.7068872348504,2.592000010357123,11.4237037386356,1.055703697207103
11515,3,8.5,51,240.0,6,88,144.7148904874562,2.643840010564266,11.65139139845382,1.076031356196762
11516,3,8.5,52,240.0,6,88,144.7291208276891,2.695680010771408,11.90704840619496,1.124328363109327
11517,3,8.5,53,240.0,6,88,144.7502057885508,2.7475200109785507,12.14131620242492,1.151236158510721
11518,3,8.5,54,240.0,6,88,144.763674474167,2.799360011185693,12.37696635335684,1.17952630861406
11519,3,8.5,55,240.0,6,88,144.7769909053664,2.851200011392836,12.64501828914277,1.240218243571426
11520,3,8.5,56,240.0,6,88,144.7978349171748,2.9030400115999777,12.91782283125312,1.305662784853199
11521,3,8.5,57,240.0,6,88,144.8180416925399,2.954880011807121,13.1945983369792,1.375078289750719
11522,3,8.5,58,240.0,6,88,144.8379697340212,3.006720012014263,13.47517578072333,1.44829573266628
11523,3,8.5,59,240.0,6,88,144.8580099017563,3.058560012221406,13.79937151513353,1.565131466247902
11524,3,8.5,60,240.0,6,88,144.8864514189429,3.110400012428549,14.13021949612048,1.688619446406283
11525,3,8.5,61,240.0,6,88,144.9143321752107,3.162240012635691,14.4673397807453,1.818379730202531
11526,3,8.5,62,240.0,6,88,144.9420760228742,3.214080012842834,14.85695498955399,2.00063493818265
11527,3,8.5,63,240.0,6,88,144.9795999268395,3.265920013049976,15.25592161303908,2.192241560839172
11528,3,8.5,64,240.0,6,88,145.0165879616529,3.3177600132571192,15.71421123339171,2.443171180363243
11529,3,8.5,65,240.0,6,88,145.0637921620885,3.369600013464261,16.13248403898379,2.654083985126745
11530,3,8.5,66,240.0,6,88,145.1011433449909,3.421440013671404,16.55980562096686,2.874045566281244
11531,3,8.5,67,240.0,6,88,145.1390143907087,3.4732800138785462,17.05224982255994,3.159129767045756
11532,3,8.5,68,240.0,6,88,145.1890826712922,3.5251200140856893,17.49841227692545,3.397932220582697
11533,3,8.5,69,240.0,6,88,145.2288316383085,3.576960014292831,18.01484393451944,3.70700387734812
11534,3,8.5,70,240.0,6,88,145.2815767195188,3.628800014499974,18.54444498100116,4.029244923001263
11535,3,8.5,71,240.0,6,88,145.3347623687769,3.680640014707116,19.15216241188354,4.429602353055074
11536,3,8.5,72,240.0,6,88,145.4006301479598,3.7324800149142594,19.77695839472827,4.847038335071233
11537,3,8.5,73,240.0,6,88,145.4680243165988,3.784320015121401,20.41829356046564,5.281013499980024
11538,3,8.5,74,240.0,6,88,145.5369496678754,3.836160015328544,21.07699776650297,5.732357705188796
11539,3,8.5,75,240.0,6,88,145.6077609278886,3.888000015535686,21.67599917815683,6.123999116014089
11540,3,8.5,76,240.0,6,88,145.6658853462012,3.9398400157428286,22.36596531906259,6.606605256091272
11541,3,8.5,77,240.0,6,88,145.7405324165167,3.991680015949971,22.99104414926817,7.024324085468284
11542,3,8.5,78,240.0,6,88,145.8035783524153,4.043520016157114,23.62995301244204,7.455872947813583
11543,3,8.5,79,240.0,6,88,145.8694570409826,4.095360016364256,24.28290507909136,7.90146501363433
11544,3,8.5,80,240.0,6,88,145.9382855399943,4.147200016571399,24.95019674680712,8.361396680521521
11545,3,8.5,81,240.0,6,88,146.0095479263738,4.19904001677854,25.63274613860813,8.836586071493954
11546,3,8.5,82,240.0,6,88,146.0826975349383,4.250880016985684,26.33003392341604,9.326513855473303
11547,3,8.5,83,240.0,6,88,146.1577173741172,4.302720017192826,27.14127489485332,9.930394826082011
11548,3,8.5,84,240.0,6,88,146.2532728907029,4.354560017399969,27.8710887176464,10.45284864804652
11549,3,8.5,85,240.0,6,88,146.3328832419479,4.406400017607111,28.61787724437864,10.99227717395019
11550,3,8.5,86,240.0,6,88,146.4148070852107,4.458240017814254,29.48758386389308,11.65462379263606
11551,3,8.5,87,240.0,6,88,146.5194996816731,4.510080018021397,30.26853307652956,12.22821300444398
11552,3,8.5,88,240.0,6,88,146.6073113064402,4.561920018228539,30.95236851849795,12.70468844558379
11553,3,8.5,89,240.0,6,88,146.6777790655307,4.613760018435682,31.64716101423353,13.1921209404908
11554,3,8.5,90,240.0,6,88,146.7515953663937,4.665600018642824,32.35415515900794,13.69175508443664
11555,3,8.5,91,240.0,6,88,146.8285187357612,4.717440018849967,33.19833060508886,14.32857052968899
11556,3,8.5,92,240.0,6,88,146.9311780190607,4.769280019057109,33.93478025863917,14.85766018241073
11557,3,8.5,93,240.0,6,88,147.0129995790035,4.82112001926425,34.81736761594117,15.53288753888416
11558,3,8.5,94,240.0,6,88,147.1212728905037,4.8729600194713925,35.71950078922708,16.22766071134151
11559,3,8.5,95,240.0,6,88,147.2333942899744,4.924800019678535,36.50536092115026,16.80616084243611
11560,3,8.5,96,240.0,6,88,147.3227478538094,4.976640019885677,37.30562539906264,17.39906531951993
11561,3,8.5,97,240.0,6,88,147.414889198238,5.028480020092818,38.26567680333302,18.15175672296174
11562,3,8.5,98,240.0,6,88,147.5378011558033,5.08032002029996,39.09796532337131,18.77668524217147
11563,3,8.5,99,240.0,6,88,147.6367484863057,5.132160020507103,39.79447428902538,19.26583420699696
11564,3,8.5,100,240.0,6,88,147.7104184823599,5.184000020714245,40.65565977966341,19.91965969680644
11565,3,8.5,101,240.0,6,88,147.8170215659952,5.235840020921387,41.37095746522219,20.42759738153665
11566,3,8.5,102,240.0,6,88,147.8967578019114,5.287680021128528,42.26485623604877,21.11413615153466
11567,3,8.5,103,240.0,6,88,148.0101056843465,5.33952002133567,43.17483646617332,21.81675638083064
11568,3,8.5,104,240.0,6,88,148.1264996665269,5.391360021542813,44.1060513452727,22.54061125910146
11569,3,8.5,105,240.0,6,88,148.2459139651655,5.443200021749955,45.05650106871741,23.2837009817176
11570,3,8.5,106,240.0,6,88,148.3688217492054,5.495040021957096,45.84201498108484,23.86185489325645
11571,3,8.5,107,240.0,6,88,148.461089775471,5.546880022164238,46.64062811562434,24.45310802696738
11572,3,8.5,108,240.0,6,88,148.5572921846961,5.5987200223713804,47.44806308280013,25.05318299331461
11573,3,8.5,109,240.0,6,88,148.6567989847249,5.650560022578523,48.26880531117646,25.66656522086237
11574,3,8.5,110,240.0,6,88,148.7594099067793,5.702400022785665,49.30417293816021,26.49457284701755
11575,3,8.5,111,240.0,6,88,148.9039743466723,5.754240022992806,50.15678770459559,27.13982761262437
11576,3,8.5,112,240.0,6,88,149.0122830349289,5.806080023199948,51.23820692983318,28.01388683703338
11577,3,8.5,113,240.0,6,88,149.1650726157877,5.8579200234070905,52.12317963543676,28.6914995418084
11578,3,8.5,114,240.0,6,88,149.2797353897419,5.909760023614233,53.02739012712945,29.3883500326725
11579,3,8.5,115,240.0,6,88,149.3977994742878,5.961600023821375,54.16788963295375,30.32148953766824
11580,3,8.5,116,240.0,6,88,149.5651786609545,6.013440024028516,55.10268713510342,31.04892703898935
11581,3,8.5,117,240.0,6,88,149.6911960514654,6.065280024235658,55.82225339042434,31.56113329348171
11582,3,8.5,118,240.0,6,88,149.7734268926534,6.117120024442801,56.78482532980382,32.31634523203263
11583,3,8.5,119,240.0,6,88,149.9074446376542,6.168960024649943,57.7582419622025,33.08240186360274
11584,3,8.5,120,240.0,6,88,150.0457953134468,6.220800024857084,58.75594737704238,33.87274727761404
11585,3,8.5,121,240.0,6,88,150.1888252773012,6.272640025064226,59.77171333173082,34.68115323147393
11586,3,8.5,122,240.0,6,88,150.3360788451441,6.324480025271368,60.54439825994793,35.24647815886245
11587,3,8.5,123,240.0,6,88,150.4323934032104,6.376320025478511,61.59347316342343,36.08819306150938
11588,3,8.5,124,240.0,6,88,150.5870398614758,6.428160025685653,62.65406725416693,36.94142715142431
11589,3,8.5,125,240.0,6,88,150.746035043898,6.480000025892794,63.74244152886893,37.82244142529774
11590,3,8.5,126,240.0,6,88,150.9102466474217,6.531840026099936,64.85209624097939,38.72473613657965
11591,3,8.5,127,240.0,6,88,151.0797831124706,6.583680026307079,65.6900264981054,39.35530639287708
11592,3,8.5,128,240.0,6,88,151.1913939750342,6.635520026514221,66.54102872024123,39.99894861418436
11593,3,8.5,129,240.0,6,88,151.307303883525,6.687360026721362,67.69382345323584,40.94438334635041
11594,3,8.5,130,240.0,6,88,151.493786045188,6.739200026928504,68.55898819421905,41.60218808650504
11595,3,8.5,131,240.0,6,88,151.6183800533236,6.791040027135646,69.44664899064226,42.28248888209967
11596,3,8.5,132,240.0,6,88,151.7469726723999,6.8428800273427886,70.65889059208035,43.28737048270921
11597,3,8.5,133,240.0,6,88,151.9500966164637,6.894720027549931,71.5668673648284,43.98798725462867
11598,3,8.5,134,240.0,6,88,152.0844981639125,6.946560027757072,72.49931932455448,44.71307921352617
11599,3,8.5,135,240.0,6,88,152.2231303978898,6.998400027964214,73.43164452536503,45.43804441350818
12381,4,17.0,3,240.0,6,88,144.1492928715706,0.1555200006214273,0.6252225387945145,0.0031425363088053
12382,4,17.0,4,240.0,6,88,144.1509493455781,0.2073600008285697,0.8365760998373325,0.0071360965230536
12383,4,17.0,5,240.0,6,88,144.212845884127,0.2592000010357121,1.049760731542269,0.012960727399421
12384,4,17.0,6,240.0,6,88,144.2139726520246,0.3110400012428545,1.264551704179082,0.0203916992076635
12385,4,17.0,7,240.0,6,88,144.2146046546621,0.362880001449997,1.480718608291108,0.0291986024911204
12386,4,17.0,8,240.0,6,88,144.2165298289221,0.4147200016571394,1.698032563910529,0.0391525572819717
12387,4,17.0,9,240.0,6,88,144.2189695110158,0.4665600018642818,1.916270132230098,0.0500301247729707
12388,4,17.0,10,240.0,6,88,144.2219288891304,0.5184000020714241,2.135220226436907,0.0616202181512109
12389,4,17.0,11,240.0,6,88,144.2255155530725,0.5702400022785665,2.354674178044386,0.0737141689301201
12390,4,17.0,12,240.0,6,88,144.2297913995922,0.6220800024857089,2.574435373452117,0.0861153635092809
12391,4,17.0,13,240.0,6,88,144.2347917803239,0.6739200026928513,2.794316782393149,0.0986367716217436
12392,4,17.0,14,240.0,6,88,144.2405315792457,0.7257600028999937,3.014147631065184,0.1111076194652088
12393,4,17.0,15,240.0,6,88,144.2469965182224,0.7776000031071361,3.233785511530481,0.1233854991019363
12394,4,17.0,16,240.0,6,88,144.2541478352888,0.8294400033142785,3.453085995775105,0.1353259825179912
12395,4,17.0,17,240.0,6,88,144.2618438066638,0.8812800035214209,3.671984733053695,0.1468647189680117
12396,4,17.0,18,240.0,6,88,144.2700273034063,0.9331200037285632,3.890417823731229,0.1579378088169759
12397,4,17.0,19,240.0,6,88,144.2804280911182,0.9849600039357056,4.108242260877595,0.1684022451347723
12398,4,17.0,20,240.0,6,88,144.2887689723116,1.036800004142848,4.325509768523447,0.1783097519520539
12399,4,17.0,21,240.0,6,88,144.2978034532005,1.08864000434999,4.542186998069639,0.1876269806696774
12400,4,17.0,22,240.0,6,88,144.3073627748401,1.140480004557133,4.758263630785398,0.1963436125568659
12401,4,17.0,23,240.0,6,88,144.3172516818298,1.192320004764275,4.973732619452769,0.2044526003956674
12402,4,17.0,24,240.0,6,88,144.3273870620976,1.244160004971418,5.188597289139579,0.2119572692539067
12403,4,17.0,25,240.0,6,88,144.3377085752152,1.29600000517856,5.402816222751659,0.2188162020374176
12404,4,17.0,26,240.0,6,88,144.3496270871146,1.3478400053857031,5.616429036888503,0.2250690153456914
12405,4,17.0,27,240.0,6,88,144.3595879326002,1.3996800055928451,5.829492074399683,0.2307720520283014
12406,4,17.0,28,240.0,6,88,144.3698865366025,1.451520005799988,6.042024477720229,0.2359444545202781
12407,4,17.0,29,240.0,6,88,144.3804306678995,1.50336000600713,6.253983012156905,0.2405429881283833
12408,4,17.0,30,240.0,6,88,144.3925521679085,1.555200006214273,6.465457269167109,0.2446572443100162
12409,4,17.0,31,240.0,6,88,144.4026527718045,1.607040006421415,6.676484909873636,0.2483248841879746
12410,4,17.0,32,240.0,6,88,144.4130644784385,1.658880006628558,6.887093406873269,0.2515733803590378
12411,4,17.0,33,240.0,6,88,144.4236774456573,1.7107200068357,7.09730868704173,0.2544286596989281
12412,4,17.0,34,240.0,6,88,144.4343673500735,1.762560007042843,7.307153300636438,0.2569132724650654
12413,4,17.0,35,240.0,6,88,144.4450973036772,1.814400007249986,7.518566193352627,0.2609661643526845
12414,4,17.0,36,240.0,6,88,144.4587078456464,1.866240007457128,7.727708602284481,0.2627485724559669
12415,4,17.0,37,240.0,6,88,144.4683110972911,1.918080007664271,7.936538924629623,0.2642188939725419
12416,4,17.0,38,240.0,6,88,144.4783599306828,1.9699200078714127,8.145085248707993,0.2654052172223395
12417,4,17.0,39,240.0,6,88,144.4887569652873,2.021760008078556,8.359225792220835,0.2721857599066136
12418,4,17.0,40,240.0,6,88,144.5022455982025,2.0736000082856982,8.56730404249363,0.2729040093508375
12419,4,17.0,41,240.0,6,88,144.5118704824755,2.125440008492841,8.775145040137067,0.2733850061657055
12420,4,17.0,42,240.0,6,88,144.5218939739391,2.177280008699983,8.982851697065271,0.2737316622653388
12421,4,17.0,43,240.0,6,88,144.5322063790193,2.229120008907126,9.20151131070166,0.2850312750731585
12422,4,17.0,44,240.0,6,88,144.5461305923213,2.280960009114268,9.409202989372504,0.2853629529154318
12423,4,17.0,45,240.0,6,88,144.5557448727806,2.332800009321411,9.631549756701167,0.3003497194155264
12424,4,17.0,46,240.0,6,88,144.5711139033902,2.384640009528553,9.83921379283558,0.3006537547213659
