dGrainHBS,FaceCovMax,SwellLink,vResol,DatomFissGBx,fNucleate,aAtomDifFiss,fuel_swelling
4.7e-05,0.73287,0.024712,1.89e-18,1.3993e+05,4.81e-09,2.59e-30,66.138
2.69e-05,0.70911,0.042553,4.68e-18,46159,7.21e-11,1.28e-31,38.453
3.75e-05,0.87533,0.023223,4.54e-18,33829,6.69e-09,1.84e-30,51.517
4.32e-05,0.53298,0.035775,3e-18,23177,9.82e-10,2.01e-30,74.642
2.14e-05,0.88422,0.025718,2.2e-18,2.7789e+05,5.09e-09,1.36e-31,32.018
5.04e-05,0.71982,0.025329,5.66e-19,3764.6,1.32e-10,7.46e-32,68.471
5.13e-05,0.87774,0.027974,1.94e-17,5463.7,1.51e-10,1.89e-30,62.297
3.55e-05,0.64715,0.018755,1.37e-17,57264,1.32e-09,1.01e-30,57.261
4.42e-05,0.88406,0.04512,1.65e-18,11840,8.02e-10,7.22e-32,50.615
3.34e-05,0.68003,0.040369,3.08e-18,3960.1,5.07e-09,1.71e-31,48.83
5.32e-05,0.82077,0.0334,3.04e-18,20990,1.02e-10,1.84e-31,64.836
4.56e-05,0.8307,0.03277,8.21e-18,21849,1.35e-08,9.04e-31,58.303
5.48e-05,0.81398,0.043241,6.28e-19,14023,1.01e-08,1.06e-30,62.281
2.45e-05,0.89384,0.050611,3.81e-18,1.6293e+05,3.18e-09,3.12e-30,32.855
5.36e-05,0.83902,0.041903,2.87e-18,12892,1.43e-10,1.4e-31,61.994
2.32e-05,0.61248,0.057983,7.43e-18,7130.7,1.8e-08,7.09e-31,37.618
4.01e-05,0.54616,0.048458,2.34e-18,2.6883e+05,8.74e-11,1.01e-31,60.883
4.7e-05,0.81969,0.063631,8.06e-18,16075,9.7e-09,3.28e-31,48.904
4e-05,0.84884,0.053022,5.73e-18,2.4287e+05,9.38e-11,3.95e-31,47.415
3.49e-05,0.53392,0.03197,1.96e-17,21569,1.08e-09,4.05e-30,58.431
4.95e-05,0.74541,0.030535,2.33e-18,1.1255e+05,2.26e-08,3.33e-31,65.237
2.82e-05,0.54971,0.057524,5.8e-18,36288,1.6e-10,5.88e-32,45.024
2.94e-05,0.6851,0.04821,1.07e-17,1.6071e+05,1.64e-10,1.14e-30,42.677
5.91e-05,0.75832,0.060978,3.89e-18,65936,2.44e-08,2.14e-31,56.722
5.07e-05,0.62241,0.034508,2.14e-18,56526,5.07e-10,6.59e-32,68.819
4.91e-05,0.63997,0.016264,1.21e-18,2.4896e+05,2.72e-08,2.58e-31,75.718
3.42e-05,0.87339,0.031129,1.21e-17,25510,1.42e-10,1.87e-30,43.209
3.19e-05,0.73994,0.040017,4.61e-18,1.5364e+05,1.3e-08,1.66e-30,46.586
5.77e-05,0.87442,0.052312,6.33e-19,16851,1.25e-10,2.76e-31,62.424
2.01e-05,0.75496,0.021565,1.82e-18,2.0125e+05,3.92e-08,8.28e-32,37.676
4.64e-05,0.81486,0.028978,2.85e-19,2.5062e+05,6.53e-09,1.7e-31,61.344
2.74e-05,0.69418,0.03196,4.39e-18,53692,2.23e-09,9.23e-31,42.913
4.14e-05,0.68364,0.019675,7.16e-18,3610.9,1.26e-08,3.81e-30,64.425
5.19e-05,0.58997,0.05395,5.04e-18,9649.1,2.69e-10,1.12e-30,65.92
2.73e-05,0.81272,0.055019,7.96e-18,2.6943e+05,1.47e-10,1.11e-31,34.807
4.06e-05,0.86414,0.029635,2.93e-18,2.4652e+05,8.6e-11,1.32e-30,51.684
5.61e-05,0.54602,0.063919,6.5e-18,4403.9,1.8e-08,3.66e-30,59.054
5.93e-05,0.90095,0.053459,1.47e-18,4394.1,2.13e-09,7e-31,58.189
5.59e-05,0.90492,0.039424,1.85e-18,15610,2.68e-08,1.7e-31,61.368
2.54e-05,0.73088,0.04539,7.48e-19,26582,1.16e-08,1.75e-31,38.807
4.04e-05,0.74733,0.028019,1.61e-18,38862,2.78e-09,1.05e-30,57.14
2.18e-05,0.90258,0.036126,3.57e-18,7513.1,7.78e-11,4.25e-31,29.061
3.71e-05,0.60637,0.024868,3.82e-18,2.3539e+05,5.52e-10,1.23e-30,59.95
2.57e-05,0.84288,0.053066,2.01e-18,4173.9,2.19e-08,4.71e-31,35.896
2.83e-05,0.79661,0.058843,3.54e-18,1.0556e+05,8.01e-11,2.48e-31,35.975
4.82e-05,0.69508,0.030664,5.96e-18,92836,4.21e-10,1.82e-30,66.046
2.56e-05,0.62887,0.050045,1.6e-17,11939,1.03e-10,1.5e-30,39.544
3.38e-05,0.61087,0.049781,8.28e-18,94180,2.87e-08,6.7e-32,49.268
4.57e-05,0.78333,0.01618,5.91e-19,15981,9.94e-11,1.23e-31,63.224
4.56e-05,0.5201,0.055641,1.12e-17,3250.9,1.57e-10,2.23e-31,63.469
2.32e-05,0.69253,0.049999,2.43e-18,8127.7,4.11e-10,7.95e-32,34.541
5.88e-05,0.79168,0.03506,4.9e-18,36771,4.22e-09,3.37e-30,67.84
2.6e-05,0.688,0.029565,1.09e-17,70410,3.04e-10,5.19e-32,40.022
3.56e-05,0.89823,0.023608,2.13e-19,24126,4.8e-08,1.91e-31,53.699
5.97e-05,0.77014,0.017644,6.55e-19,8087.5,9.58e-09,2.01e-31,77.603
4.33e-05,0.64527,0.023409,1.35e-17,32453,1.27e-10,1.27e-30,65.721
5.64e-05,0.52709,0.038964,3.28e-18,6119.8,1.13e-08,1.69e-31,71.683
5.75e-05,0.51843,0.0325,2.17e-18,1.3169e+05,5.91e-10,1.43e-31,79.272
5.26e-05,0.63153,0.04804,1.82e-18,8590.9,3.88e-09,1.94e-31,62.829
4.07e-05,0.56884,0.061607,9.74e-19,39325,4.68e-09,2.17e-31,52.39
4e-05,0.88963,0.060055,1.61e-17,3538.6,9.75e-09,1.47e-30,44.243
2.1e-05,0.78471,0.038517,1.77e-18,1.0042e+05,1.9e-08,1.47e-31,34.052
4.98e-05,0.61585,0.052755,1.06e-17,2.1316e+05,5.32e-10,3.51e-30,63.138
4.1e-05,0.6953,0.060707,1.66e-18,88839,3.19e-08,1.02e-31,49.072
3.98e-05,0.5572,0.053775,1.76e-17,13349,5.74e-08,2.36e-31,54.029
2.5e-05,0.77623,0.055125,3.09e-18,2.5514e+05,3.11e-08,1.98e-31,36.618
4.46e-05,0.74486,0.031539,4.28e-18,31423,3.56e-10,1.87e-31,59.721
2.59e-05,0.69269,0.04096,3.16e-18,81388,5.28e-10,1.22e-30,39.281
4.17e-05,0.85795,0.056942,2.02e-18,78269,3.05e-10,1.55e-30,48.623
2.09e-05,0.71692,0.051186,7.77e-19,1.2109e+05,9.15e-10,6.09e-32,31.967
3.01e-05,0.71366,0.064788,2.28e-19,65678,7.71e-10,5.17e-32,41.925
3.78e-05,0.8475,0.058303,5.58e-18,88705,3.93e-10,4.28e-30,44.694
4.99e-05,0.63108,0.040496,1.52e-18,3226.8,9.56e-10,3.16e-31,65.456
2.66e-05,0.60148,0.047596,1.55e-17,31890,1.46e-08,2.02e-30,43.476
5.99e-05,0.82968,0.015477,1.55e-17,3723.7,1.1e-08,7.64e-32,75.646
5.33e-05,0.74759,0.032353,6.07e-19,1.546e+05,4.99e-10,1.15e-31,68.024
4.65e-05,0.53268,0.028181,1.48e-18,1.4315e+05,2.12e-09,2.09e-31,70.942
2.31e-05,0.55277,0.016148,1.82e-17,83342,1.5e-08,3.06e-31,47.329
3.46e-05,0.83975,0.027019,8.56e-19,34067,5.34e-08,1.83e-31,51.945
5.14e-05,0.62818,0.01724,1.52e-17,2.6998e+05,5.79e-10,2.12e-31,75.264
3.97e-05,0.85527,0.053244,1.77e-17,1.764e+05,5.24e-08,2.25e-31,47.279
4.92e-05,0.69582,0.059711,5.39e-19,19587,2.83e-08,6.85e-32,53.943
4.71e-05,0.57265,0.016341,2.58e-18,19779,8.29e-10,5.25e-31,74.619
5.6e-05,0.85935,0.042982,1.31e-17,1.2703e+05,7.11e-11,2.14e-30,63.984
3.27e-05,0.85772,0.025628,1.29e-17,24102,5.85e-09,1.55e-31,45.716
4.08e-05,0.60369,0.020662,8.61e-18,10614,1.95e-10,1.03e-30,65.419
3.92e-05,0.57615,0.033928,1.29e-18,2.7282e+05,3.01e-09,3.86e-31,60.819
2.66e-05,0.67571,0.055325,1.26e-17,13882,8.55e-09,2.37e-30,39.662
2.06e-05,0.8852,0.051049,1.12e-17,3584.2,9.31e-11,4.77e-30,33.087
6e-05,0.50953,0.020848,5.55e-18,7324.3,3.6e-08,1.02e-30,86.585
3.62e-05,0.55888,0.050787,1.32e-17,1.4904e+05,1.01e-09,1.53e-31,53.195
4.82e-05,0.86274,0.020737,3.78e-18,71829,6.18e-11,1.45e-30,61.502
2e-05,0.56146,0.053335,2.01e-18,1.1623e+05,2.88e-10,1.42e-31,34.69
2.05e-05,0.78844,0.05894,1.97e-17,68773,3.1e-08,4.18e-30,31.797
2.68e-05,0.81589,0.046856,5.06e-18,6360,4.41e-10,8.87e-32,35.238
5.1e-05,0.71059,0.054428,9.4e-19,56709,8.75e-09,2.68e-31,57.259
2.27e-05,0.56707,0.043479,9.85e-19,20128,1.52e-08,2.11e-31,40.764
3.51e-05,0.71799,0.032312,3.42e-18,1.6765e+05,2.12e-09,6.97e-31,51.117
2.36e-05,0.69895,0.038568,2.08e-18,21318,1.84e-10,1.13e-31,35.427
2.82e-05,0.59764,0.033272,6.96e-18,4295.1,1.78e-08,8.95e-31,48.943
4.33e-05,0.705,0.062022,8.94e-18,12505,1.79e-10,3.87e-31,53.493
3.3e-05,0.55441,0.046738,1.36e-17,3739.1,3.47e-10,5.76e-32,50.873
2.89e-05,0.50701,0.042738,5.62e-19,4382.3,1.36e-08,9.9e-32,49.67
3.41e-05,0.77071,0.054517,4.58e-18,7004.5,1.34e-10,6.5e-32,43.412
2.34e-05,0.73213,0.050909,4.75e-18,6188.4,1.83e-10,1.61e-31,33.331
5.14e-05,0.87133,0.042688,1.23e-17,8357.9,1.11e-09,2.62e-31,57.237
5.49e-05,0.66631,0.038838,1.88e-18,79755,1.33e-08,4.82e-30,70.483
4.1e-05,0.66511,0.053605,3.24e-18,40453,1.83e-08,2.5e-30,52.46
3.07e-05,0.50397,0.020926,5.82e-18,11098,2.58e-10,1.09e-30,57.064
3.73e-05,0.78798,0.033731,6.03e-18,1.2385e+05,1.14e-09,3.65e-31,50.099
5.73e-05,0.77494,0.048349,1.11e-18,22476,4.28e-10,1.66e-31,64.434
5.05e-05,0.83917,0.032648,1.63e-18,8402.1,2.83e-08,1.38e-31,62.463
3.93e-05,0.77923,0.031566,5.16e-18,71624,2.35e-09,3.47e-30,53.672
4.93e-05,0.81788,0.035207,3.48e-19,12329,4.07e-10,1.07e-31,60.794
4.3e-05,0.58172,0.042508,1.23e-18,2.1505e+05,3.09e-09,2.94e-31,60.855
4.01e-05,0.68824,0.052962,4.12e-18,91023,2.33e-08,1.1e-30,51.368
5.47e-05,0.60771,0.020989,4.13e-18,32545,5.61e-09,2.71e-31,77.378
4.16e-05,0.5021,0.038155,1.78e-17,43388,4.17e-08,3.61e-31,63.466
3.39e-05,0.75761,0.036536,2.19e-18,4427.4,1.15e-09,4.49e-31,46.92
4.96e-05,0.61029,0.047265,1.08e-17,6945.5,2.92e-08,6.87e-32,61.039
2.16e-05,0.81649,0.039088,1.62e-18,2.2517e+05,1.87e-08,8.13e-31,34.225
4.17e-05,0.89899,0.036342,8.24e-18,7918.1,8.89e-11,1.76e-30,49.803
4.59e-05,0.87185,0.022568,5.65e-18,90206,3.17e-08,4.53e-31,62.287
5e-05,0.73553,0.025291,1.34e-18,82868,3.33e-08,7.2e-31,69.092
4.11e-05,0.80523,0.058695,1.39e-18,1.1701e+05,1.01e-08,9.85e-32,47.089
5.54e-05,0.58864,0.055187,7e-18,1.8477e+05,4.59e-09,6.35e-31,62.493
2.92e-05,0.64366,0.046595,3.5e-18,14233,5.28e-08,1.97e-31,45.853
4.9e-05,0.87501,0.05381,1.62e-17,9335.9,1.07e-09,3.08e-30,52.887
5.31e-05,0.61903,0.021637,1.42e-18,79931,1.73e-08,1.35e-31,76.233
3.05e-05,0.60725,0.059858,1.45e-17,5305.6,7.27e-09,6.22e-31,43.851
3.11e-05,0.66843,0.034943,8.73e-18,30749,2.25e-08,5.25e-32,49.334
4.85e-05,0.90555,0.021371,2.96e-18,34865,3.91e-08,7.43e-32,64.198
5.95e-05,0.71492,0.026264,4.72e-19,4231.2,4.44e-08,4.44e-31,76.425
5.22e-05,0.66103,0.023627,3.39e-18,18590,5.12e-08,2.15e-31,74.174
3.52e-05,0.63097,0.064704,1.58e-18,2.8693e+05,1.55e-08,7.06e-32,45.503
4.49e-05,0.72054,0.045284,1.58e-17,1.5526e+05,2.42e-08,4.81e-30,56.691
3.79e-05,0.88344,0.030499,1.17e-18,1.0589e+05,5.51e-08,5.18e-32,52.611
5.5e-05,0.76395,0.027107,5.48e-19,12220,4.37e-10,3.17e-31,70.838
2.52e-05,0.87953,0.026705,3.96e-18,3506.8,7.11e-10,5.93e-31,33.95
5.7e-05,0.64236,0.018135,1.53e-18,47584,4.15e-08,4.95e-31,81.742
4.32e-05,0.58219,0.033668,3.05e-18,18983,4.39e-08,1.93e-31,64.431
2.96e-05,0.79141,0.038631,7.03e-18,6355.9,2.09e-09,5.28e-31,41.185
4.54e-05,0.61461,0.017946,3.91e-18,8774.4,1.88e-08,1.81e-30,72.181
3.8e-05,0.86101,0.028874,2.59e-18,10654,1.23e-10,1.52e-30,48.53
4.18e-05,0.67026,0.015896,1.3e-18,4142.8,5.52e-10,1.43e-31,63.883
3.68e-05,0.58015,0.064565,2.93e-19,2.3582e+05,6.17e-09,1.14e-31,52.325
3.18e-05,0.50007,0.064101,9.35e-18,1.1236e+05,8.99e-11,9.68e-31,50.855
2.24e-05,0.62188,0.055441,1.27e-17,1.0514e+05,3.58e-08,2.22e-31,37.407
2.39e-05,0.59007,0.020576,3.95e-19,14302,1.91e-09,6.02e-32,44.738
5.81e-05,0.769,0.020415,5.5e-18,33340,2.1e-08,2.85e-30,76.201
3.45e-05,0.70511,0.02864,1.95e-17,47205,2.35e-10,7.79e-32,50.524
5.53e-05,0.90014,0.037567,7.7e-18,79519,4.66e-10,4.49e-31,61.621
5.86e-05,0.63021,0.055072,1.47e-17,17011,5.57e-08,1.05e-31,61.59
3.29e-05,0.83166,0.037134,2.09e-19,4591.7,4.2e-08,1.95e-31,48.833
2.84e-05,0.73858,0.041326,6.07e-18,1.8609e+05,4.84e-09,3.46e-31,41.667
4.76e-05,0.7258,0.029601,1.38e-18,1.8601e+05,9.16e-09,4.25e-30,70.241
5.63e-05,0.53716,0.041288,2.11e-19,1.297e+05,2.91e-08,1.82e-31,75.97
5.6e-05,0.54048,0.047435,1.53e-18,89191,8.21e-09,2.4e-31,67.266
2.38e-05,0.82377,0.038845,7.15e-18,2.0396e+05,9.63e-09,2.72e-30,35.521
3.99e-05,0.56206,0.035119,4.36e-18,19917,2.71e-08,3.8e-31,61.429
4.53e-05,0.7943,0.059177,3.68e-19,11617,5.2e-08,1.91e-31,50.418
2.59e-05,0.6779,0.019693,1.57e-17,61183,1.58e-09,3.57e-31,42.908
4.1e-05,0.62019,0.016432,9.6e-18,77398,1.03e-09,2.87e-30,65.873
4.04e-05,0.54524,0.040696,5.32e-18,10487,9.61e-10,1.23e-31,60.273
5.96e-05,0.72285,0.035724,3.72e-18,2.1129e+05,1.94e-08,2.02e-30,70.397
3.35e-05,0.90444,0.045152,5.6e-19,5575.5,2.09e-10,5.45e-32,39.62
3.02e-05,0.71529,0.020127,1.18e-18,19688,1.83e-09,1.06e-31,47.298
2.61e-05,0.70027,0.060508,5.43e-18,4636.1,2.28e-09,5.31e-32,36.712
4.5e-05,0.68452,0.034394,1.07e-17,3690.9,2.31e-09,4.78e-31,60.865
5.8e-05,0.86579,0.052195,1.56e-18,5209.6,1.25e-09,6.83e-31,59.383
4.21e-05,0.78188,0.052323,2.35e-18,12080,5.21e-09,1.72e-30,50.403
2.79e-05,0.71009,0.054858,1.25e-18,51284,8.79e-09,6.66e-31,40.202
3.88e-05,0.6852,0.029479,1.2e-17,6619.7,1.75e-10,1.12e-30,56.981
3e-05,0.80796,0.030358,9.3e-18,61701,4.72e-09,2.88e-31,43.249
5.63e-05,0.58908,0.02267,1.73e-17,2.4985e+05,3.24e-10,1.13e-31,79.5
2.64e-05,0.8791,0.02663,3.4e-18,5680.5,4.32e-08,4.43e-30,42.776
2.16e-05,0.524,0.032054,3.01e-18,29840,7.13e-09,2.41e-31,42.296
4.22e-05,0.81435,0.051326,4.34e-18,45995,4.46e-10,1.79e-31,50.259
3.12e-05,0.63666,0.021977,1.44e-18,1.0248e+05,5.63e-10,3.63e-31,51.42
4.25e-05,0.54299,0.029317,1.06e-18,6233.4,6.75e-11,5.33e-32,67.881
3.54e-05,0.62651,0.034088,2.78e-19,93631,7.7e-09,1.06e-31,55.806
5.93e-05,0.59366,0.023073,4.78e-18,15914,2.13e-10,2.46e-30,83.818
4.18e-05,0.89881,0.036961,1.4e-17,25375,3.37e-10,1.96e-31,49.704
5.12e-05,0.81691,0.062925,1.16e-18,32943,1.23e-09,1.95e-31,53.397
3.85e-05,0.89158,0.062465,4.19e-18,26049,8.23e-11,2.17e-30,43.133
3.68e-05,0.74887,0.039656,2.1e-19,2.5652e+05,8.11e-09,1.16e-31,51.761
4.46e-05,0.72809,0.053123,1.6e-18,11213,5.77e-08,2.36e-30,53.945
3.57e-05,0.83622,0.018639,4.16e-18,28835,1.19e-08,3.38e-31,52.794
2.83e-05,0.8782,0.064873,1.75e-17,1.9311e+05,1.73e-09,9.14e-31,34.269
5.7e-05,0.7585,0.036589,1.22e-17,1.2034e+05,1.85e-10,4.48e-30,70.071
4.72e-05,0.60181,0.054671,1.8e-18,23896,6.89e-09,1.49e-30,58.021
4.24e-05,0.52948,0.021341,4.56e-18,2.337e+05,4.29e-08,5.8e-32,71.149
3.24e-05,0.5441,0.017802,1.13e-18,1.7374e+05,3.42e-10,1.64e-31,59.261
3.27e-05,0.51504,0.030005,1.05e-17,9234.5,1.8e-10,2.3e-30,57.594
3.7e-05,0.71514,0.04482,8.77e-18,1.3529e+05,3e-09,8.12e-32,49.614
2.26e-05,0.73984,0.021661,4.38e-18,1.0349e+05,1.79e-09,3.92e-30,37.018
4.12e-05,0.57221,0.056813,6.7e-19,46496,1.96e-10,6.98e-32,58.018
4.44e-05,0.5982,0.058592,9.72e-18,95995,7.84e-10,1.77e-30,57.1
5.4e-05,0.83798,0.029374,7.92e-18,2.3981e+05,3.25e-09,1.1e-31,64.412
2.19e-05,0.50341,0.055887,7.34e-19,10150,1.89e-10,5.6e-32,45.412
3.79e-05,0.68714,0.023661,6.56e-18,2.8527e+05,4.18e-09,2.07e-31,57.556
2.43e-05,0.84738,0.052509,2.95e-18,4495.5,6.99e-09,3.37e-30,34.083
5.07e-05,0.63293,0.042683,8.78e-19,5320.8,7.91e-10,3.79e-31,65.855
2e-05,0.80092,0.042362,3.97e-19,10227,1.24e-08,9.99e-32,31.848
4.26e-05,0.63494,0.057636,9.55e-19,35790,1.27e-09,1.53e-31,54.346
3.97e-05,0.77457,0.057297,5.39e-18,1.8522e+05,4.82e-09,5.52e-31,47.362
2.33e-05,0.81144,0.026935,6.05e-18,11281,1.79e-08,6.84e-31,37.799
4.31e-05,0.90378,0.029838,1.49e-17,1.3397e+05,3.79e-09,5.08e-32,53.151
4.92e-05,0.76142,0.036908,3.34e-18,1.2476e+05,2.62e-09,1.74e-30,61.679
3.65e-05,0.54957,0.044059,1.84e-17,22553,1.32e-10,2.01e-31,57.199
3.6e-05,0.79036,0.047191,1.93e-17,2.183e+05,9.22e-10,3.84e-30,46.233
3.28e-05,0.54352,0.018073,1.42e-17,13663,2.77e-08,8.89e-32,61.12
2.37e-05,0.50866,0.046336,3.12e-18,5194.3,3.32e-09,2e-31,42.629
5.71e-05,0.84812,0.025069,2.77e-19,4648.4,1.46e-09,1.57e-31,68.994
4.5e-05,0.80402,0.041525,4.91e-18,16543,4.89e-08,7.27e-32,56.098
3.31e-05,0.85068,0.045785,1.6e-17,19408,2.45e-09,8.1e-31,41.983
4.95e-05,0.67071,0.019869,4.14e-18,84932,3.29e-09,1.78e-30,71.467
2.68e-05,0.68663,0.04416,4.64e-18,28159,1.14e-10,3.58e-31,39.343
2.99e-05,0.81762,0.043296,4.4e-18,9173.1,6.46e-09,1.49e-30,41.003
5.24e-05,0.70536,0.036006,1.89e-17,1.6495e+05,1.3e-09,2.63e-31,65.549
3.5e-05,0.60858,0.026088,7.89e-18,64941,2.55e-08,5.65e-31,58.747
2.12e-05,0.67221,0.036884,2.22e-18,94652,5.66e-09,6.12e-32,35.857
3.22e-05,0.78732,0.01754,1.88e-17,23598,9.54e-09,5.91e-31,50.368
4.86e-05,0.85846,0.030317,9.88e-19,3785.3,3.86e-08,3.73e-30,63.222
2.84e-05,0.53065,0.055965,1.43e-18,5615.2,2.36e-09,9.57e-32,45.026
3.51e-05,0.64652,0.06326,2.17e-18,44802,4.39e-10,6.43e-31,47.618
5.48e-05,0.62474,0.038922,1.04e-18,40221,2.93e-08,2.2e-30,71.343
3.23e-05,0.74412,0.060684,3.93e-18,16111,5.83e-08,2.31e-30,42.574
2.07e-05,0.751,0.045162,6.81e-18,48697,1.41e-10,1.83e-30,44.612
5.68e-05,0.71859,0.06188,1.85e-17,25184,2.04e-09,2.44e-30,58.465
5.89e-05,0.80652,0.023386,1.22e-17,2.6456e+05,6.08e-09,2.26e-31,71.961
2.38e-05,0.51925,0.021111,1.42e-18,10329,7.43e-11,5.67e-32,44.691
2.34e-05,0.64774,0.022623,1.85e-18,51730,1.02e-08,5.79e-31,42.529
3.22e-05,0.87549,0.042193,5.89e-18,2.8569e+05,6.57e-11,6.81e-31,39.109
5.69e-05,0.68892,0.050393,1.64e-17,1.233e+05,6.29e-09,2.71e-30,62.697
5.1e-05,0.73421,0.032922,5.85e-18,8152.6,1.8e-09,6.1e-31,64.789
5.6e-05,0.63026,0.034659,1.1e-18,64228,3.77e-08,1.99e-30,73.748
3.81e-05,0.82919,0.062388,4.3e-18,26122,1.73e-10,3.24e-31,44.63
3.52e-05,0.56748,0.044623,3.44e-18,21730,8.91e-09,3.01e-31,53.164
3.67e-05,0.70012,0.029413,4.74e-18,9454.1,8.49e-11,2.61e-31,53.443
4.65e-05,0.50231,0.029657,2.61e-18,5214.9,1.02e-09,7.9e-31,71.997
3.15e-05,0.88212,0.025227,5.74e-18,4661,3.03e-08,1.64e-30,47.04
2.37e-05,0.60056,0.040135,2.79e-18,5929.4,2.03e-09,1.82e-31,40.037
2.91e-05,0.70722,0.052414,2.64e-18,8231.8,1.11e-09,8.15e-31,40.947
2.86e-05,0.50892,0.031868,5.19e-18,6626.8,3.66e-10,5.83e-32,51.22
2.36e-05,0.65993,0.062268,1.5e-17,1.0012e+05,1.62e-09,1.33e-30,35.416
5.43e-05,0.62941,0.031416,7.04e-18,6534.8,4.59e-08,3.35e-30,72.589
4.83e-05,0.82904,0.026572,1.17e-17,11976,1.76e-08,1.01e-30,63.315
4.9e-05,0.89302,0.036774,2.04e-18,2.2148e+05,1.13e-08,2.49e-31,57.572
5.22e-05,0.72473,0.019272,4.64e-19,86950,1.06e-10,1e-31,74.229
2.15e-05,0.64787,0.043338,6.59e-18,19823,6.64e-09,6.05e-32,36.127
3.11e-05,0.83599,0.01537,3.01e-19,1.4157e+05,6.84e-10,9.42e-32,46.803
2.53e-05,0.84505,0.043854,9.98e-18,2.4401e+05,2.15e-09,2.51e-31,34.442
3.31e-05,0.78384,0.037854,1.13e-17,26387,1.77e-10,1.13e-30,44.553
4.41e-05,0.55064,0.055304,5.03e-18,2.916e+05,8.36e-09,3.15e-31,56.633
4.79e-05,0.61639,0.045738,1.67e-18,85536,1.05e-08,2.65e-31,61.061
2.27e-05,0.89523,0.027591,4.53e-18,4065.4,1.18e-09,7.83e-31,31.507
4.79e-05,0.63148,0.042756,1.28e-17,5728.2,1.51e-08,1.92e-31,61.486
4.09e-05,0.81862,0.023032,4.95e-19,62900,2.27e-09,6.4e-32,55.785
4.41e-05,0.83705,0.046116,1.3e-17,19235,5.66e-10,1.85e-30,52.481
5.76e-05,0.74509,0.047944,5.61e-18,11001,8.6e-09,5.63e-32,61.652
4.52e-05,0.82207,0.02681,3.51e-18,25656,3.57e-09,3.2e-30,59.341
5.32e-05,0.86919,0.063886,3.75e-18,2.9636e+05,2.4e-09,2.99e-31,51.977
2.82e-05,0.62704,0.026101,7.39e-18,33685,1.2e-09,1.31e-31,46.743
3.76e-05,0.66008,0.037662,9.01e-18,1.5176e+05,1.96e-08,2.96e-31,55.049
3.23e-05,0.84527,0.045694,1.12e-18,4223.4,8.87e-09,1.46e-30,42.833
3.72e-05,0.53828,0.058643,6.01e-19,5885.9,1.7e-09,7.34e-32,52.21
2.51e-05,0.62153,0.057469,7.94e-18,26775,1.6e-09,1.65e-31,38.461
5.99e-05,0.65609,0.063123,1e-17,8286.5,5.88e-08,9.03e-32,57.752
3.37e-05,0.62454,0.050155,1.42e-17,1.3572e+05,4.13e-09,4.42e-30,48.655
5.4e-05,0.58346,0.04793,1.45e-17,2.5921e+05,1.57e-09,1.38e-31,65.685
3.72e-05,0.88789,0.036796,3.2e-18,97572,2.75e-09,4.2e-31,46.559
4.27e-05,0.80966,0.053911,5.22e-18,3078.1,1.33e-09,3.3e-31,49.64
3.17e-05,0.89674,0.032314,4.03e-18,4301.4,1.86e-10,1.35e-30,39.309
4.81e-05,0.87659,0.055101,1.32e-17,75073,8.48e-10,4.3e-30,52.159
3.5e-05,0.88983,0.018254,8.78e-18,6580.2,9.5e-11,3.89e-30,44.782
